from,to,weight,pval,padj,direction,padj_sig,Group,Cohort
salmon,CRP.value,0.08775084281759456,0.057942057942057944,0.1621930193358765,pos,NS,CD,IBD_200
sardine,CRP.value,0.09944663120468474,0.13786213786213786,0.22333127258180793,pos,NS,CD,IBD_200
seaweed,CRP.value,0.0690520619174653,0.11288711288711288,0.20772374833288537,pos,NS,CD,IBD_200
sesame,CRP.value,0.09128520133460699,0.09090909090909091,0.1872417355371901,pos,NS,CD,IBD_200
shrimp,CRP.value,0.09034555550542457,0.13286713286713286,0.22333127258180793,pos,NS,CD,IBD_200
silkworm,CRP.value,0.05582874485930403,0.07092907092907093,0.16821887789629728,pos,NS,CD,IBD_200
silversides,CRP.value,0.10098720693276372,0.14785214785214784,0.22519497309413272,pos,NS,CD,IBD_200
smelt,CRP.value,0.09706059694996914,0.14585414585414586,0.2235607943853187,pos,NS,CD,IBD_200
snail,CRP.value,0.05582874485930403,0.07092907092907093,0.16821887789629728,pos,NS,CD,IBD_200
soda,CRP.value,-0.013613043097864236,0.23176823176823177,0.27682367056337404,neg,NS,CD,IBD_200
spinach,CRP.value,0.07847160444690979,0.13986013986013987,0.22333127258180793,pos,NS,CD,IBD_200
squash,CRP.value,0.08029112347368553,0.1048951048951049,0.20150453221319364,pos,NS,CD,IBD_200
squid,CRP.value,0.10251016625997965,0.13786213786213786,0.22333127258180793,pos,NS,CD,IBD_200
strawberry,CRP.value,0.09205790630655734,0.16583416583416583,0.2273572292369285,pos,NS,CD,IBD_200
sunflower,CRP.value,0.08816350246193182,0.06593406593406594,0.16821887789629728,pos,NS,CD,IBD_200
sweet potato,CRP.value,0.06664523388397199,0.13486513486513488,0.22333127258180793,pos,NS,CD,IBD_200
tea,CRP.value,-0.029616016324567028,0.24475524475524477,0.28759732973671387,neg,NS,CD,IBD_200
thyme,CRP.value,0.049872496626320643,0.13786213786213786,0.22333127258180793,pos,NS,CD,IBD_200
tomato,CRP.value,0.03478738179909556,0.21978021978021978,0.26825026825026826,pos,NS,CD,IBD_200
trout,CRP.value,0.07782803257732078,0.15884115884115885,0.2273572292369285,pos,NS,CD,IBD_200
truffle black,CRP.value,0.05582874485930403,0.07092907092907093,0.16821887789629728,pos,NS,CD,IBD_200
turkey,CRP.value,0.0929767170793683,0.08291708291708291,0.1794474182533884,pos,NS,CD,IBD_200
veal,CRP.value,0.09977961438201977,0.11688311688311688,0.21185064935064934,pos,NS,CD,IBD_200
walnut,CRP.value,0.10481873745333208,0.15184815184815184,0.22652244874467095,pos,NS,CD,IBD_200
wheat,CRP.value,0.03012042421077797,0.2217782217782218,0.2693286612884603,pos,NS,CD,IBD_200
worm,CRP.value,0.10263530100200001,0.13986013986013987,0.22333127258180793,pos,NS,CD,IBD_200
yeast,CRP.value,0.08922072616258893,0.07792207792207792,0.17382617382617382,pos,NS,CD,IBD_200
yogurt_cow,CRP.value,-0.009729848286574805,0.36363636363636365,0.3946652150244965,neg,NS,CD,IBD_200
almond,Relative.Activity,0.2064504339233617,0.052947052947052944,0.15541139022920397,pos,NS,CD,IBD_200
anchovy,Relative.Activity,0.06574883398237964,0.27172827172827174,0.31171360285284333,pos,NS,CD,IBD_200
ant,Relative.Activity,-0.027092384021270108,0.4595404595404595,0.47663352384382424,neg,NS,CD,IBD_200
apple,Relative.Activity,0.17578301537847246,0.024975024975024976,0.08832630783850297,pos,NS,CD,IBD_200
apple_cider,Relative.Activity,0.10697819879909003,0.0899100899100899,0.18571172417326262,pos,NS,CD,IBD_200
apricot,Relative.Activity,0.06175345180165405,0.26973026973026976,0.31040388183245327,pos,NS,CD,IBD_200
artichoke,Relative.Activity,0.21867236670134738,0.03396603396603397,0.11296043406135149,pos,NS,CD,IBD_200
arugula,Relative.Activity,0.0774233635196048,0.17182817182817184,0.22984395678122616,pos,NS,CD,IBD_200
asparagus,Relative.Activity,0.06798424413564536,0.25874125874125875,0.30129870129870123,pos,NS,CD,IBD_200
avocado,Relative.Activity,0.07748189328014979,0.1888111888111888,0.24444305694305693,pos,NS,CD,IBD_200
banana,Relative.Activity,0.20557137651505789,0.04295704295704296,0.13309340232417158,pos,NS,CD,IBD_200
barley,Relative.Activity,0.05735223012396522,0.27672327672327673,0.31644223284601836,pos,NS,CD,IBD_200
basil,Relative.Activity,0.15886566428179974,0.08291708291708291,0.1794474182533884,pos,NS,CD,IBD_200
bean,Relative.Activity,0.2997699841911595,0.012987012987012988,0.05812089145422479,pos,NS,CD,IBD_200
beef,Relative.Activity,0.27889232083732435,0.016983016983016984,0.06549301762067719,pos,NS,CD,IBD_200
beet,Relative.Activity,-0.007876274445483056,0.5154845154845155,0.5223625195885945,neg,NS,CD,IBD_200
betel nut,Relative.Activity,0.03773100624508191,0.12987012987012986,0.22311811411337476,pos,NS,CD,IBD_200
bison,Relative.Activity,-0.013846849167213099,0.5194805194805194,0.5223625195885945,neg,NS,CD,IBD_200
blackberry,Relative.Activity,0.08956058966448965,0.16383616383616384,0.2273572292369285,pos,NS,CD,IBD_200
blueberry,Relative.Activity,0.19309567998259147,0.03896103896103896,0.12334826745307095,pos,NS,CD,IBD_200
bony fish,Relative.Activity,-0.013846849167213099,0.5194805194805194,0.5223625195885945,neg,NS,CD,IBD_200
broccoli,Relative.Activity,0.046300593325552336,0.2707292707292707,0.3110597801564521,pos,NS,CD,IBD_200
butter,Relative.Activity,0.14511196074911348,0.1028971028971029,0.20150453221319364,pos,NS,CD,IBD_200
butterfish,Relative.Activity,0.22579715953653887,0.02197802197802198,0.07927395987097481,pos,NS,CD,IBD_200
cabbage,Relative.Activity,0.14747281542604435,0.06993006993006994,0.16821887789629728,pos,NS,CD,IBD_200
cardamom,Relative.Activity,0.004494331382728586,0.4025974025974026,0.43050607209899244,pos,NS,CD,IBD_200
carrot,Relative.Activity,0.23554921272109594,0.01098901098901099,0.053470019912972934,pos,NS,CD,IBD_200
cashew,Relative.Activity,0.20978947247390659,0.029970029970029972,0.10249184777486665,pos,NS,CD,IBD_200
cauliflower,Relative.Activity,0.1413380353638905,0.0999000999000999,0.20063039453621173,pos,NS,CD,IBD_200
celery,Relative.Activity,0.17744342448720554,0.04995004995004995,0.14781137230116823,pos,NS,CD,IBD_200
chard,Relative.Activity,0.14962976420233925,0.0899100899100899,0.18571172417326262,pos,NS,CD,IBD_200
cheddar cheese,Relative.Activity,0.14015427127789115,0.06993006993006994,0.16821887789629728,pos,NS,CD,IBD_200
cherry,Relative.Activity,0.09271085255420262,0.20279720279720279,0.25614629273165856,pos,NS,CD,IBD_200
chia,Relative.Activity,0.20119127055431907,0.04595404595404595,0.13824349923934987,pos,NS,CD,IBD_200
chicken,Relative.Activity,0.2386453077823357,0.015984015984015984,0.06332465348858791,pos,NS,CD,IBD_200
cicerchia,Relative.Activity,-0.013846849167213099,0.5194805194805194,0.5223625195885945,neg,NS,CD,IBD_200
cilantro,Relative.Activity,0.12705948984715007,0.0959040959040959,0.1958604775506184,pos,NS,CD,IBD_200
clementine,Relative.Activity,0.15769247066965095,0.03796203796203796,0.1207126207126207,pos,NS,CD,IBD_200
coconut,Relative.Activity,0.14687926483425737,0.07892107892107893,0.17391423166499154,pos,NS,CD,IBD_200
coffee,Relative.Activity,0.1731267639053292,0.03296703296703297,0.11014331290828987,pos,NS,CD,IBD_200
corn,Relative.Activity,0.28820122226181905,0.007992007992007992,0.04491632398609143,pos,SIG,CD,IBD_200
corn husk,Relative.Activity,0.11631043748619453,0.1258741258741259,0.22125845514866996,pos,NS,CD,IBD_200
cream,Relative.Activity,0.1270741528380287,0.11888111888111888,0.21440002783286366,pos,NS,CD,IBD_200
cricket,Relative.Activity,0.1216295424567508,0.14885114885114886,0.22529662404401443,pos,NS,CD,IBD_200
cucumber,Relative.Activity,0.16708182609557046,0.07492507492507493,0.17244660101802958,pos,NS,CD,IBD_200
duck,Relative.Activity,0.12594109242843438,0.13786213786213786,0.22333127258180793,pos,NS,CD,IBD_200
egg_chicken,Relative.Activity,0.2601056819212024,0.014985014985014986,0.06208077636649066,pos,NS,CD,IBD_200
egg_quail,Relative.Activity,0.1362448380333802,0.11688311688311688,0.21185064935064934,pos,NS,CD,IBD_200
eggplant,Relative.Activity,0.19242228116227206,0.04795204795204795,0.1430668097334764,pos,NS,CD,IBD_200
fava bean,Relative.Activity,0.07950265506078384,0.23776223776223776,0.28305028305028307,pos,NS,CD,IBD_200
feta cheese,Relative.Activity,-0.02368528201869992,0.2597402597402597,0.30129870129870123,neg,NS,CD,IBD_200
fig,Relative.Activity,0.15762372288557536,0.04495504495504495,0.13636990624438322,pos,NS,CD,IBD_200
fish_undetermined,Relative.Activity,0.2053491038672082,0.04595404595404595,0.13824349923934987,pos,NS,CD,IBD_200
flax seed,Relative.Activity,-0.013846849167213099,0.5194805194805194,0.5223625195885945,neg,NS,CD,IBD_200
garlic,Relative.Activity,0.14721711106179192,0.1048951048951049,0.20150453221319364,pos,NS,CD,IBD_200
ginger,Relative.Activity,0.08915887690787656,0.1878121878121878,0.24358468007841888,pos,NS,CD,IBD_200
goat cheese,Relative.Activity,0.10658487809368813,0.15284715284715283,0.2273572292369285,pos,NS,CD,IBD_200
grain_fermented,Relative.Activity,0.18720494443944574,0.015984015984015984,0.06332465348858791,pos,NS,CD,IBD_200
grape,Relative.Activity,0.11484987626599154,0.14085914085914086,0.22333127258180793,pos,NS,CD,IBD_200
grape_fermented,Relative.Activity,0.16036840601082614,0.03596403596403597,0.11692343530908554,pos,NS,CD,IBD_200
grapefruit,Relative.Activity,0.14914029898717673,0.07092907092907093,0.16821887789629728,pos,NS,CD,IBD_200
ground cherry,Relative.Activity,0.004494331382728586,0.4025974025974026,0.43050607209899244,pos,NS,CD,IBD_200
guava,Relative.Activity,0.06551617703868155,0.22977022977022976,0.27534449022052326,pos,NS,CD,IBD_200
hazelnut,Relative.Activity,-0.013846849167213099,0.5194805194805194,0.5223625195885945,neg,NS,CD,IBD_200
