from,to,weight,pval,padj,direction,padj_sig,Group,Cohort
oregano,faith_pd,-0.06785632652068585,0.1918081918081918,0.2355993934941303,neg,NS,UC,IBD_1
parsley,faith_pd,-0.28673193069112296,0.022977022977022976,0.04598067054613984,neg,SIG,UC,IBD_1
passionfruit,faith_pd,-0.32296376474225713,0.007992007992007992,0.020032217419735564,neg,SIG,UC,IBD_1
pea,faith_pd,-0.3271746707920887,9.99000999000999e-4,0.005374687617678272,neg,SIG,UC,IBD_1
peach,faith_pd,-0.08257396329370592,0.23376623376623376,0.27632736872983277,neg,NS,UC,IBD_1
peanut,faith_pd,-0.3741067011385428,0.001998001998001998,0.007932297587470001,neg,SIG,UC,IBD_1
pear,faith_pd,0.09125110278703599,0.12387612387612387,0.167135989010989,pos,NS,UC,IBD_1
pecan,faith_pd,-0.31582236914865847,0.003996003996003996,0.012022820385189722,neg,SIG,UC,IBD_1
pepper,faith_pd,-0.2655994870571808,0.00999000999000999,0.024265467303441986,neg,SIG,UC,IBD_1
pig,faith_pd,-0.4757692636755972,0.001998001998001998,0.007932297587470001,neg,SIG,UC,IBD_1
pine nut,faith_pd,-0.3469623595375337,0.002997002997002997,0.0102899088982588,neg,SIG,UC,IBD_1
plantain,faith_pd,-0.25118714751184273,0.03896103896103896,0.0676918654785858,neg,NS,UC,IBD_1
plum,faith_pd,0.06084032784520605,0.23076923076923078,0.2739095955590801,pos,NS,UC,IBD_1
poppy seed,faith_pd,-0.24702539304325144,0.023976023976023976,0.0473759649961023,neg,SIG,UC,IBD_1
potato,faith_pd,-0.12821126811623296,0.14985014985014986,0.19531411984242175,neg,NS,UC,IBD_1
pumpkin,faith_pd,-0.31582236914865847,0.003996003996003996,0.012022820385189722,neg,SIG,UC,IBD_1
pumpkin blossom,faith_pd,0.09736340625861208,0.1998001998001998,0.24368287080151488,pos,NS,UC,IBD_1
quinoa,faith_pd,-0.4443436873360092,0.002997002997002997,0.0102899088982588,neg,SIG,UC,IBD_1
rabbit,faith_pd,-0.24748606736878492,0.028971028971028972,0.053856799820201334,neg,NS,UC,IBD_1
radish,faith_pd,-0.16909064406954602,0.11888111888111888,0.16140541848089018,neg,NS,UC,IBD_1
raspberry,faith_pd,-0.12939273269866663,0.11888111888111888,0.16140541848089018,neg,NS,UC,IBD_1
rice,faith_pd,-0.473673067909666,0.001998001998001998,0.007932297587470001,neg,SIG,UC,IBD_1
rosemary,faith_pd,0.20588778712629333,0.013986013986013986,0.03203427871862885,pos,SIG,UC,IBD_1
sage,faith_pd,-0.009038273134625862,0.46053946053946054,0.4695110084720474,neg,NS,UC,IBD_1
salmon,faith_pd,-0.3698543038879856,0.006993006993006993,0.018243086218917036,neg,SIG,UC,IBD_1
sardine,faith_pd,-0.42070670798043275,0.001998001998001998,0.007932297587470001,neg,SIG,UC,IBD_1
seaweed,faith_pd,-0.12033721765841228,0.16483516483516483,0.20977916703782584,neg,NS,UC,IBD_1
sesame,faith_pd,-0.35691231256836,0.002997002997002997,0.0102899088982588,neg,SIG,UC,IBD_1
shrimp,faith_pd,-0.45262249856252307,0.001998001998001998,0.007932297587470001,neg,SIG,UC,IBD_1
silkworm,faith_pd,-0.31582236914865847,0.003996003996003996,0.012022820385189722,neg,SIG,UC,IBD_1
silversides,faith_pd,-0.41573765828687625,0.001998001998001998,0.007932297587470001,neg,SIG,UC,IBD_1
smelt,faith_pd,-0.4878429448303967,0.001998001998001998,0.007932297587470001,neg,SIG,UC,IBD_1
snail,faith_pd,-0.31582236914865847,0.003996003996003996,0.012022820385189722,neg,SIG,UC,IBD_1
soda,faith_pd,0.07917984716610682,0.13886113886113885,0.18461369269683356,pos,NS,UC,IBD_1
spice,faith_pd,0.06084032784520605,0.23076923076923078,0.2739095955590801,pos,NS,UC,IBD_1
spinach,faith_pd,-0.18731226949109978,0.04395604395604396,0.07471662196071646,neg,NS,UC,IBD_1
squash,faith_pd,-0.22767933130792037,0.03696303696303696,0.0652711296883076,neg,NS,UC,IBD_1
squid,faith_pd,-0.4739731628626107,0.001998001998001998,0.007932297587470001,neg,SIG,UC,IBD_1
strawberry,faith_pd,-0.015266859582903951,0.3986013986013986,0.4166977090705904,neg,NS,UC,IBD_1
sunflower,faith_pd,-0.3551766754786929,0.007992007992007992,0.020032217419735564,neg,SIG,UC,IBD_1
sweet potato,faith_pd,-0.16509472171683673,0.07592407592407592,0.1143163723808885,neg,NS,UC,IBD_1
tea,faith_pd,-0.16374521263220987,0.13286713286713286,0.1776018099547511,neg,NS,UC,IBD_1
thyme,faith_pd,-0.1057448913320205,0.2097902097902098,0.2540727155032906,neg,NS,UC,IBD_1
tomato,faith_pd,-0.3027764667976118,0.004995004995004995,0.014049468446862584,neg,SIG,UC,IBD_1
trout,faith_pd,-0.4882931938036428,0.001998001998001998,0.007932297587470001,neg,SIG,UC,IBD_1
turkey,faith_pd,-0.39147877071954945,0.001998001998001998,0.007932297587470001,neg,SIG,UC,IBD_1
veal,faith_pd,-0.3334139392094995,0.001998001998001998,0.007932297587470001,neg,SIG,UC,IBD_1
walnut,faith_pd,-0.3354957757210352,0.001998001998001998,0.007932297587470001,neg,SIG,UC,IBD_1
wheat,faith_pd,-0.46337544416152154,0.002997002997002997,0.0102899088982588,neg,SIG,UC,IBD_1
worm,faith_pd,-0.47389302963987906,0.001998001998001998,0.007932297587470001,neg,SIG,UC,IBD_1
yeast,faith_pd,-0.3404339892003424,0.001998001998001998,0.007932297587470001,neg,SIG,UC,IBD_1
yogurt_cow,faith_pd,-0.19870884561892704,0.06393606393606394,0.10047095761381475,neg,NS,UC,IBD_1
algae,Stool.Frequency,-0.15416335579788537,0.026973026973026972,0.05113327945380635,neg,NS,UC,IBD_1
almond,Stool.Frequency,0.47830285538581896,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
amaranth,Stool.Frequency,0.261216288610979,0.01998001998001998,0.041572884946378924,pos,SIG,UC,IBD_1
anchovy,Stool.Frequency,0.414569973900362,0.001998001998001998,0.007932297587470001,pos,SIG,UC,IBD_1
ant,Stool.Frequency,0.38979633353395116,0.003996003996003996,0.012022820385189722,pos,SIG,UC,IBD_1
apple,Stool.Frequency,0.16839546815633818,0.025974025974025976,0.049841269841269846,pos,SIG,UC,IBD_1
apple_cider,Stool.Frequency,0.11041789354717763,0.013986013986013986,0.03203427871862885,pos,SIG,UC,IBD_1
apricot,Stool.Frequency,-0.0057178614196122385,0.4865134865134865,0.4899176625124147,neg,NS,UC,IBD_1
artichoke,Stool.Frequency,0.4208487145286476,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
artificial sweetener,Stool.Frequency,0.05304329410074928,0.1928071928071928,0.2366581535025032,pos,NS,UC,IBD_1
arugula,Stool.Frequency,0.15479074214232036,0.0989010989010989,0.14046233371891265,pos,NS,UC,IBD_1
asparagus,Stool.Frequency,0.29985417517832125,0.014985014985014986,0.03347881096910851,pos,SIG,UC,IBD_1
avocado,Stool.Frequency,0.2530862218169931,0.013986013986013986,0.03203427871862885,pos,SIG,UC,IBD_1
banana,Stool.Frequency,0.4980057556388698,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
barley,Stool.Frequency,0.2880874932288459,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
basil,Stool.Frequency,-0.08768328371696638,0.12387612387612387,0.167135989010989,neg,NS,UC,IBD_1
bean,Stool.Frequency,0.5179639756944591,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
beef,Stool.Frequency,0.7176667299008108,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
beet,Stool.Frequency,0.05449784864520599,0.3116883116883117,0.3475053029604353,pos,NS,UC,IBD_1
betel nut,Stool.Frequency,-0.15416335579788537,0.026973026973026972,0.05113327945380635,neg,NS,UC,IBD_1
bison,Stool.Frequency,0.40316736711801815,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
blackberry,Stool.Frequency,0.09483562275352006,0.2777222777222777,0.3180546244206721,pos,NS,UC,IBD_1
blueberry,Stool.Frequency,0.19666774023604855,0.025974025974025976,0.049841269841269846,pos,SIG,UC,IBD_1
bonito,Stool.Frequency,0.40316736711801815,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
bony fish,Stool.Frequency,0.2634302538534983,0.016983016983016984,0.03703241203241203,pos,SIG,UC,IBD_1
buckwheat,Stool.Frequency,0.37691095317050805,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
butter,Stool.Frequency,0.27319869643901956,0.02097902097902098,0.042674639847784725,pos,SIG,UC,IBD_1
butterfish,Stool.Frequency,0.7189429948928273,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
cabbage,Stool.Frequency,0.21838461054416214,0.04595404595404595,0.07750257554945054,pos,NS,UC,IBD_1
cardamom,Stool.Frequency,-0.06520368201739614,0.17482517482517482,0.21910237802835772,neg,NS,UC,IBD_1
carrot,Stool.Frequency,0.5387576967500901,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
cashew,Stool.Frequency,0.5203512429650599,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
cauliflower,Stool.Frequency,0.22209905256191415,0.06393606393606394,0.10047095761381475,pos,NS,UC,IBD_1
celery,Stool.Frequency,0.31569740305213767,0.004995004995004995,0.014049468446862584,pos,SIG,UC,IBD_1
chard,Stool.Frequency,0.25728465870404527,0.01898101898101898,0.04022112856468685,pos,SIG,UC,IBD_1
cheddar cheese,Stool.Frequency,0.15791600332102626,0.0959040959040959,0.1371079251873954,pos,NS,UC,IBD_1
cherry,Stool.Frequency,0.13924502897836927,0.16983016983016982,0.21471208147635673,pos,NS,UC,IBD_1
chia,Stool.Frequency,0.4555884474817987,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
chicken,Stool.Frequency,0.7056618902662679,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
cicerchia,Stool.Frequency,0.24777506886222966,0.023976023976023976,0.0473759649961023,pos,SIG,UC,IBD_1
cilantro,Stool.Frequency,0.2477162530526487,0.024975024975024976,0.048571923571923574,pos,SIG,UC,IBD_1
cinnamon,Stool.Frequency,-0.13986464552687647,0.052947052947052944,0.08659049284049285,neg,NS,UC,IBD_1
clementine,Stool.Frequency,-0.13986464552687647,0.052947052947052944,0.08659049284049285,neg,NS,UC,IBD_1
coconut,Stool.Frequency,0.28943946528754977,0.026973026973026972,0.05113327945380635,pos,NS,UC,IBD_1
cod,Stool.Frequency,-0.13986464552687647,0.052947052947052944,0.08659049284049285,neg,NS,UC,IBD_1
coffee,Stool.Frequency,0.17756102396675372,0.016983016983016984,0.03703241203241203,pos,SIG,UC,IBD_1
corn,Stool.Frequency,0.7065148836592664,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
corn husk,Stool.Frequency,0.022819276516620662,0.27672327672327673,0.3173314069728413,pos,NS,UC,IBD_1
cranberry,Stool.Frequency,0.01406086183358344,0.41058941058941056,0.42664735986035623,pos,NS,UC,IBD_1
cream,Stool.Frequency,0.23432617521499569,0.004995004995004995,0.014049468446862584,pos,SIG,UC,IBD_1
cricket,Stool.Frequency,0.5201917453491759,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
cucumber,Stool.Frequency,0.5185111351303304,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
dill,Stool.Frequency,0.40316736711801815,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
duck,Stool.Frequency,0.575515030695253,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
egg_chicken,Stool.Frequency,0.725456070366788,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
egg_quail,Stool.Frequency,0.444479912626171,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
eggplant,Stool.Frequency,0.207688277621037,0.004995004995004995,0.014049468446862584,pos,SIG,UC,IBD_1
farro,Stool.Frequency,0.3542903605659828,0.002997002997002997,0.0102899088982588,pos,SIG,UC,IBD_1
fava bean,Stool.Frequency,0.37240656987600435,0.001998001998001998,0.007932297587470001,pos,SIG,UC,IBD_1
feta cheese,Stool.Frequency,-0.20733041600302266,0.03496503496503497,0.062445310635589855,neg,NS,UC,IBD_1
fig,Stool.Frequency,0.33934557292922657,0.005994005994005994,0.016174450549450547,pos,SIG,UC,IBD_1
fish_undetermined,Stool.Frequency,0.5965540219439069,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
flax seed,Stool.Frequency,0.40316736711801815,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
garlic,Stool.Frequency,0.3019852619908091,0.005994005994005994,0.016174450549450547,pos,SIG,UC,IBD_1
ginger,Stool.Frequency,0.21230393887737664,0.03596403596403597,0.06363718248964152,pos,NS,UC,IBD_1
goat cheese,Stool.Frequency,0.23232665287729573,0.013986013986013986,0.03203427871862885,pos,SIG,UC,IBD_1
grain_fermented,Stool.Frequency,0.02541334591044947,0.22977022977022976,0.2739095955590801,pos,NS,UC,IBD_1
grape,Stool.Frequency,0.20007483345775007,0.03196803196803197,0.05805340821113692,pos,NS,UC,IBD_1
grape_fermented,Stool.Frequency,0.28296000590461545,0.005994005994005994,0.016174450549450547,pos,SIG,UC,IBD_1
grapefruit,Stool.Frequency,0.107874322348581,0.008991008991008992,0.02218210361067504,pos,SIG,UC,IBD_1
guava,Stool.Frequency,0.18381815745898927,0.0979020979020979,0.1391579613801836,pos,NS,UC,IBD_1
hazelnut,Stool.Frequency,0.40316736711801815,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
hearts of palm,Stool.Frequency,0.34277814173436794,0.003996003996003996,0.012022820385189722,pos,SIG,UC,IBD_1
hemp seed,Stool.Frequency,0.4604972525740771,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
herring,Stool.Frequency,0.7135233237798685,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
honey,Stool.Frequency,-0.1360788260518191,0.008991008991008992,0.02218210361067504,neg,SIG,UC,IBD_1
kale,Stool.Frequency,0.3141589838094316,0.008991008991008992,0.02218210361067504,pos,SIG,UC,IBD_1
kelp,Stool.Frequency,0.40316736711801815,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
kumquat,Stool.Frequency,0.23829171792959025,0.056943056943056944,0.09122510142918305,pos,NS,UC,IBD_1
lamb,Stool.Frequency,0.6513146997254302,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
langostino,Stool.Frequency,0.5739427166128934,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
lavender,Stool.Frequency,-0.13115236475119402,0.12187812187812187,0.16521469111735987,neg,NS,UC,IBD_1
lemon,Stool.Frequency,0.48705480017438624,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
lentil,Stool.Frequency,0.5957709579268486,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
lettuce,Stool.Frequency,0.34979285851820835,0.004995004995004995,0.014049468446862584,pos,SIG,UC,IBD_1
lime,Stool.Frequency,0.36321525688941425,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
lizard,Stool.Frequency,0.6891754605863354,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
macadamia,Stool.Frequency,0.40316736711801815,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
mackerel,Stool.Frequency,0.6910201629588978,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
mandarin,Stool.Frequency,0.39961357412860343,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
mango,Stool.Frequency,0.3938380637843491,0.002997002997002997,0.0102899088982588,pos,SIG,UC,IBD_1
maple syrup,Stool.Frequency,0.11246508142690909,0.26373626373626374,0.3050720210800586,pos,NS,UC,IBD_1
meat_undetermined,Stool.Frequency,0.3699727810640472,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
melon,Stool.Frequency,0.4064632247555018,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
milk,Stool.Frequency,0.538407069719788,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
milk_cow,Stool.Frequency,0.6204529247016591,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
milk_goat,Stool.Frequency,0.3667683318192954,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
millet,Stool.Frequency,0.35559496186942213,0.002997002997002997,0.0102899088982588,pos,SIG,UC,IBD_1
mint,Stool.Frequency,-0.0610590565968185,0.2857142857142857,0.3250517598343685,neg,NS,UC,IBD_1
mouse,Stool.Frequency,0.7222000092335434,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
mushroom,Stool.Frequency,0.2972989445181452,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
oat,Stool.Frequency,0.6697263028057268,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
olive,Stool.Frequency,-0.2185969251962578,0.054945054945054944,0.08901511246727006,neg,NS,UC,IBD_1
onion,Stool.Frequency,0.5098878507085862,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
orange,Stool.Frequency,0.39175355047934113,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
oregano,Stool.Frequency,0.03332239140471617,0.33266733266733267,0.36570113527465536,pos,NS,UC,IBD_1
parsley,Stool.Frequency,0.32421507107066594,0.013986013986013986,0.03203427871862885,pos,SIG,UC,IBD_1
passionfruit,Stool.Frequency,0.4006057294106615,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
pea,Stool.Frequency,0.41092462275780495,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
peach,Stool.Frequency,0.022780163878675555,0.40559440559440557,0.4224737867681173,pos,NS,UC,IBD_1
peanut,Stool.Frequency,0.49377753893620435,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
pear,Stool.Frequency,-0.1940612433472269,0.023976023976023976,0.0473759649961023,neg,SIG,UC,IBD_1
pecan,Stool.Frequency,0.40316736711801815,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
pepper,Stool.Frequency,0.3958467790460537,0.002997002997002997,0.0102899088982588,pos,SIG,UC,IBD_1
pig,Stool.Frequency,0.7106045692167818,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
pine nut,Stool.Frequency,0.43879002649036836,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
plantain,Stool.Frequency,0.26595818833850265,0.03496503496503497,0.062445310635589855,pos,NS,UC,IBD_1
plum,Stool.Frequency,-0.13986464552687647,0.052947052947052944,0.08659049284049285,neg,NS,UC,IBD_1
poppy seed,Stool.Frequency,0.2685307513858688,0.02097902097902098,0.042674639847784725,pos,SIG,UC,IBD_1
potato,Stool.Frequency,0.10278209756289824,0.23276723276723277,0.2757126275644794,pos,NS,UC,IBD_1
pumpkin,Stool.Frequency,0.40316736711801815,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
pumpkin blossom,Stool.Frequency,-0.20649473125544004,0.03496503496503497,0.062445310635589855,neg,NS,UC,IBD_1
quinoa,Stool.Frequency,0.6426821075226582,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
rabbit,Stool.Frequency,0.2774741924296327,0.01898101898101898,0.04022112856468685,pos,SIG,UC,IBD_1
radish,Stool.Frequency,0.1423049177967865,0.17582417582417584,0.22019459872976915,pos,NS,UC,IBD_1
raspberry,Stool.Frequency,0.10339694073364636,0.18681318681318682,0.23077709129211274,pos,NS,UC,IBD_1
rice,Stool.Frequency,0.690533295051794,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
rosemary,Stool.Frequency,-0.33958449084097464,0.002997002997002997,0.0102899088982588,neg,SIG,UC,IBD_1
sage,Stool.Frequency,-0.07035447425706381,0.24875124875124874,0.29046207342353386,neg,NS,UC,IBD_1
salmon,Stool.Frequency,0.449328186972819,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
sardine,Stool.Frequency,0.5716735506888793,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
seaweed,Stool.Frequency,0.08447810802611325,0.2727272727272727,0.3133732534930139,pos,NS,UC,IBD_1
sesame,Stool.Frequency,0.43885116076303116,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
shrimp,Stool.Frequency,0.6535586455722983,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
silkworm,Stool.Frequency,0.40316736711801815,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
silversides,Stool.Frequency,0.6019717803918954,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
smelt,Stool.Frequency,0.7226269458346856,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
snail,Stool.Frequency,0.40316736711801815,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
soda,Stool.Frequency,-0.08746036283695172,0.13186813186813187,0.17667669801106575,neg,NS,UC,IBD_1
spice,Stool.Frequency,-0.13986464552687647,0.052947052947052944,0.08659049284049285,neg,NS,UC,IBD_1
spinach,Stool.Frequency,0.20211931341801992,0.03396603396603397,0.06097644559183021,pos,NS,UC,IBD_1
squash,Stool.Frequency,0.2447380925175167,0.030969030969030968,0.05635776236408481,pos,NS,UC,IBD_1
squid,Stool.Frequency,0.7009009407086271,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
strawberry,Stool.Frequency,-0.038870976699658284,0.2967032967032967,0.33512530634832793,neg,NS,UC,IBD_1
sunflower,Stool.Frequency,0.4303855311171259,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
sweet potato,Stool.Frequency,0.16452247363112793,0.0899100899100899,0.1313660958331009,pos,NS,UC,IBD_1
tea,Stool.Frequency,0.327135118318891,0.011988011988011988,0.0282446066893543,pos,SIG,UC,IBD_1
thyme,Stool.Frequency,0.059212927917279126,0.33666333666333664,0.36868584807709726,pos,NS,UC,IBD_1
tomato,Stool.Frequency,0.449231813704577,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
trout,Stool.Frequency,0.72263480530262,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
turkey,Stool.Frequency,0.4982870311189411,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
veal,Stool.Frequency,0.44807503515229474,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
walnut,Stool.Frequency,0.43519563159045344,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
wheat,Stool.Frequency,0.6947695576736311,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
worm,Stool.Frequency,0.7029920457289468,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
yeast,Stool.Frequency,0.43467459675954107,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
yogurt_cow,Stool.Frequency,0.3684710689782359,0.002997002997002997,0.0102899088982588,pos,SIG,UC,IBD_1
algae,Rectal.Bleeding,-0.17190497487167095,0.01998001998001998,0.041572884946378924,neg,SIG,UC,IBD_1
almond,Rectal.Bleeding,0.26863789655141046,0.028971028971028972,0.053856799820201334,pos,NS,UC,IBD_1
amaranth,Rectal.Bleeding,0.048422077857690676,0.34165834165834164,0.3727378117776096,pos,NS,UC,IBD_1
anchovy,Rectal.Bleeding,0.2067929690168937,0.0969030969030969,0.13807891778188808,pos,NS,UC,IBD_1
ant,Rectal.Bleeding,0.16919230688214834,0.15484515484515485,0.1997144006105918,pos,NS,UC,IBD_1
apple,Rectal.Bleeding,0.09891190024649425,0.08591408591408592,0.12638298668963066,pos,NS,UC,IBD_1
apple_cider,Rectal.Bleeding,0.09175878318164171,0.030969030969030968,0.05635776236408481,pos,NS,UC,IBD_1
apricot,Rectal.Bleeding,-0.1320031372065651,0.0969030969030969,0.13807891778188808,neg,NS,UC,IBD_1
artichoke,Rectal.Bleeding,0.21791525166767714,0.054945054945054944,0.08901511246727006,pos,NS,UC,IBD_1
artificial sweetener,Rectal.Bleeding,-0.02346453948795925,0.34465534465534464,0.37505972288580985,neg,NS,UC,IBD_1
arugula,Rectal.Bleeding,-0.005740835439930592,0.5164835164835165,0.5167827537468327,neg,NS,UC,IBD_1
asparagus,Rectal.Bleeding,0.07080245505779889,0.3096903096903097,0.346620327177683,pos,NS,UC,IBD_1
avocado,Rectal.Bleeding,0.25013204595867594,0.014985014985014986,0.03347881096910851,pos,SIG,UC,IBD_1
banana,Rectal.Bleeding,0.27326435729074106,0.03596403596403597,0.06363718248964152,pos,NS,UC,IBD_1
barley,Rectal.Bleeding,0.13534110926026977,0.09490509490509491,0.13590472545696428,pos,NS,UC,IBD_1
basil,Rectal.Bleeding,-0.1470241503805154,0.04995004995004995,0.08294590025359257,neg,NS,UC,IBD_1
bean,Rectal.Bleeding,0.4078965324883133,9.99000999000999e-4,0.005374687617678272,pos,SIG,UC,IBD_1
beef,Rectal.Bleeding,0.5544593900558512,0.001998001998001998,0.007932297587470001,pos,SIG,UC,IBD_1
beet,Rectal.Bleeding,-0.07826807839590165,0.23976023976023977,0.2828319221761845,neg,NS,UC,IBD_1
betel nut,Rectal.Bleeding,-0.17190497487167095,0.01998001998001998,0.041572884946378924,neg,SIG,UC,IBD_1
bison,Rectal.Bleeding,0.205142500945818,0.1068931068931069,0.14863477906956168,pos,NS,UC,IBD_1
blackberry,Rectal.Bleeding,-0.09651501149768454,0.26573426573426573,0.3069719578080782,neg,NS,UC,IBD_1
blueberry,Rectal.Bleeding,0.1468199590674164,0.06393606393606394,0.10047095761381475,pos,NS,UC,IBD_1
bonito,Rectal.Bleeding,0.205142500945818,0.1068931068931069,0.14863477906956168,pos,NS,UC,IBD_1
bony fish,Rectal.Bleeding,0.06882820243655552,0.2997002997002997,0.3374070518790206,pos,NS,UC,IBD_1
buckwheat,Rectal.Bleeding,0.18702920049089186,0.08191808191808192,0.12164447762040197,pos,NS,UC,IBD_1
butter,Rectal.Bleeding,0.05139122744879185,0.34765234765234765,0.3778449366869757,pos,NS,UC,IBD_1
butterfish,Rectal.Bleeding,0.5450983498074029,0.001998001998001998,0.007932297587470001,pos,SIG,UC,IBD_1
cabbage,Rectal.Bleeding,0.02557007602878128,0.3986013986013986,0.4166977090705904,pos,NS,UC,IBD_1
cardamom,Rectal.Bleeding,-0.11576692112187435,0.056943056943056944,0.09122510142918305,neg,NS,UC,IBD_1
carrot,Rectal.Bleeding,0.42509561654938416,0.002997002997002997,0.0102899088982588,pos,SIG,UC,IBD_1
cashew,Rectal.Bleeding,0.28830972257097753,0.030969030969030968,0.05635776236408481,pos,NS,UC,IBD_1
cauliflower,Rectal.Bleeding,0.0020862649160675595,0.45754245754245754,0.46839112280724604,pos,NS,UC,IBD_1
celery,Rectal.Bleeding,0.12121342630219514,0.19080919080919082,0.23453912635407298,pos,NS,UC,IBD_1
chard,Rectal.Bleeding,0.0652814966348984,0.3106893106893107,0.3470636737130916,pos,NS,UC,IBD_1
cheddar cheese,Rectal.Bleeding,-0.001732889696560852,0.5294705294705294,0.5294705294705294,neg,NS,UC,IBD_1
cherry,Rectal.Bleeding,-0.05317470581609868,0.3776223776223776,0.4008321119568815,neg,NS,UC,IBD_1
chia,Rectal.Bleeding,0.2536983165261446,0.03296703296703297,0.059492231906025005,pos,NS,UC,IBD_1
